#,"Barangay ID","Barangay Name","Nscb Code","District Number","[City] City ID","[City] City Name","[City] Nscb Code"
105,"105","Abongan","175,320,001.00","1st","1543","TAYTAY","175,320,000.00"
106,"106","Abot Molina","15,544,001.00","6th","1600","UMINGAN","15,544,000.00"
107,"107","Abra","23,135,001.00","4th","421","CITY OF SANTIAGO","23,135,000.00"
108,"108","Abra","21,513,001.00","1st","568","GATTARAN","21,513,000.00"
109,"109","Abualan","140,122,001.00","Lone","1302","SANJUAN","140,122,000.00"
110,"110","Abuanan","184,502,001.00","4th","110","BAGOCITY","184,502,000.00"
111,"111","Abucay","12,818,002.00","1st","1121","PIDDIG","12,818,000.00"
112,"112","Abucay (Pob.)","82,622,018.00","lone","1476","SULOP","112,414,000.00"
113,"113","Abucay Norte","71,241,001.00","1","1441","SIKATUNA","71,241,000.00"
114,"114","Abucay Sur","71,241,002.00","1","1441","SIKATUNA","71,241,000.00"
115,"115","Abucayan","72,208,001.00","3","120","BALANGIGA","82,602,000.00"
116,"116","Abucayan Norte","71,210,001.00","1","296","CALAPE","71,210,000.00"
117,"117","Abucayan Sur","71,210,002.00","1","296","CALAPE","71,210,000.00"
118,"118","Abugon","72,246,001.00","1","1384","SANTAPRAXEDES","21,524,000.00"
119,"119","Abulalas","31,409,001.00","1st","611","HAGONOY","31,409,000.00"
120,"120","Abulan","23,115,001.00","4th","671","JONES","23,115,000.00"
121,"121","Abuleg","37,704,001.00","lone","511","DINALUNGAN","37,704,000.00"
122,"122","Abunda","104,317,001.00","1","869","MAGSAYSAY (LINUGOS)","104,317,000.00"
123,"123","Abung","41,023,001.00","4th","1303","SANJUAN","41,023,000.00"
124,"124","Abuno","103,504,001.00","lone","632","ILIGANCITY","103,504,000.00"
125,"125","Abuor","12,914,001.00","2nd","1009","NARVACAN","12,914,000.00"
126,"126","Abut","13,314,001.00","1st","416","CITY OF SANFERNANDO (Capital)","13,314,000.00"
127,"127","Abut","23,122,001.00","2nd","1180","QUEZON","23,122,000.00"
128,"128","Abuyo","25,015,001.00","lone","34","ALFONSOCASTANEDA","25,015,000.00"
129,"129","Abuyogon","83,710,001.00","2","256","BURAUEN","83,710,000.00"
130,"130","Abuyon","45,644,001.00","3rd","1330","SANNARCISO","45,644,000.00"
131,"131","Acaban","87,805,001.00","lone","465","CULASI","60,606,000.00"
132,"132","Acacia","137,502,001.00","lone","367","CITY OF  MALABON","137,502,000.00"
133,"133","Acacia","112,402,001.00","3 LD","500","DAVAOCITY","112,402,000.00"
134,"134","Acacia","25,010,001.00","lone","704","KAYAPA","25,010,000.00"
135,"135","Acacia","42,118,049.00","5th","1443","SILANG","42,118,000.00"
136,"136","Acao","13,307,001.00","2nd","189","BAUANG","13,307,000.00"
137,"137","Acao","63,012,001.00","3","276","CABATUAN","63,012,000.00"
138,"138","Acbo","61,916,001.00","2","1440","SIGMA","61,916,000.00"
139,"139","Accusilian","21,528,001.00","3rd","1573","TUAO","21,528,000.00"
140,"140","Acevida","43,429,001.00","4th","1450","SINILOAN","43,429,000.00"
141,"141","Achila","71,246,001.00","2","1599","UBAY","71,246,000.00"
142,"142","Aciga","143,209,001.00","Lone","1140","PINUKPUK","143,209,000.00"
143,"143","Aclan","160,209,001.00","2","1010","NASIPIT","160,209,000.00"
144,"144","Acle","41,034,001.00","1st","1598","TUY","41,034,000.00"
145,"145","Acli","35,413,001.00","3rd","966","MEXICO","35,413,000.00"
146,"146","Acmac","103,504,038.00","lone","632","ILIGANCITY","103,504,000.00"
147,"147","Acmonan","126,317,001.00","1","1596","TUPI","126,317,000.00"
148,"148","Acnam","12,814,001.00","2nd","1024","NUEVAERA","12,814,000.00"
149,"149","Acocolao","36,910,002.00","1st","1087","PANIQUI","36,910,000.00"
150,"150","Acop","15,531,001.00","6th","1208","ROSALES","15,531,000.00"
151,"151","Acosta Pob. (Iloilo)","12,805,022.00","2nd","379","CITY OF BATAC","12,805,000.00"
152,"152","Actin","184,605,001.00","3rd","173","BASAY","184,605,000.00"
153,"153","Acu?a","61,917,002.00","2","1536","TAPAZ","61,917,000.00"
154,"154","Acuit","63,007,001.00","4","169","BAROTACNUEVO","63,007,000.00"
155,"155","Adams (Pob.)","12,801,001.00","1st","6","ADAMS","12,801,000.00"
156,"156","Adaoag","21,506,001.00","1st","109","BAGGAO","21,506,000.00"
157,"157","Adaoay","141,107,001.00","Lone","682","KABAYAN","141,107,000.00"
158,"158","Adaon","153,831,001.00","2","489","DATUANGGALMIDTIMBANG","153,831,000.00"
159,"159","Adapun-Ali (Dariat)","103,502,002.00","1","139","BALOI","103,502,000.00"
160,"160","Adcadarao","63,001,001.00","5","15","AJUY","63,001,000.00"
161,"161","Addalam","23,115,002.00","4th","671","JONES","23,115,000.00"
162,"162","Addition Hills","137,401,001.00","lone","368","CITY OF  MANDALUYONG","137,401,000.00"
163,"163","Addition Hills","137,405,001.00","lone","374","CITY OF  SAN JUAN","137,405,000.00"
164,"164","Adecor","112,317,001.00","2","650","ISLANDGARDENCITY OF SAMAL","112,317,000.00"
165,"165","Adela","72,238,001.00","2","1161","POTOTAN","63,037,000.00"
166,"166","Adela","175,108,001.00","lone","1201","RIZAL","175,108,000.00"
167,"167","Adgao","63,046,001.00","1","1584","TUBUNGAN","63,046,000.00"
168,"168","Adia","41,001,001.00","3rd","10","AGONCILLO","41,001,000.00"
169,"169","Adia","43,427,001.00","4th","1379","SANTAMARIA","43,427,000.00"
170,"170","Adia Bitaog","45,619,001.00","4th","606","GUMACA","45,619,000.00"
171,"171","Adjid","156,601,001.00","1","639","INDANAN","156,601,000.00"
172,"172","Adlaon","72,217,001.00","2 LD","392","CITY OF CATBALOGAN (Capital)","86,005,000.00"
173,"173","Adlas","42,118,001.00","5th","1443","SILANG","42,118,000.00"
174,"174","Adlawan","61,914,001.00","1","1218","ROXASCITY (Capital)","61,914,000.00"
175,"175","Adlawan","71,247,001.00","3","1608","VALENCIA","71,247,000.00"
176,"176","Adlay","166,807,001.00","1","345","CARRASCAL","166,807,000.00"
177,"177","Adnin","157,009,014.00","lone","739","LANGUYAN","157,009,000.00"
178,"178","Adorable","104,207,001.00","1","667","JIMENEZ","104,207,000.00"
179,"179","Adrialuna","175,208,001.00","1st","1014","NAUJAN","175,208,000.00"
180,"180","Adtuyon","101,316,001.00","4","1081","PANGANTUCAN","101,316,000.00"
181,"181","Aduas","36,910,003.00","1st","1087","PANIQUI","36,910,000.00"
182,"182","Aduas Centro (Aduas)","34,903,002.00","3rd","272","CABANATUANCITY","34,903,000.00"
183,"183","Aduas Norte","34,903,090.00","3rd","272","CABANATUANCITY","34,903,000.00"
184,"184","Aduas Sur","34,903,091.00","3rd","272","CABANATUANCITY","34,903,000.00"
185,"185","Aduyongan","142,706,001.00","Lone","959","MAYOYAO","142,706,000.00"
186,"186","Adya","41,014,001.00","4th","797","LIPACITY","41,014,000.00"
187,"187","A-et","82,622,001.00","lone","1476","SULOP","112,414,000.00"
188,"188","Afga","160,314,001.00","1","1430","SIBAGAT","160,314,000.00"
189,"189","Afga","60,417,001.00","lone","1530","TANGALAN","60,417,000.00"
190,"190","Aflek","126,316,024.00","2","1547","T'BOLI","126,316,000.00"
191,"191","Afunan Cabayu","21,510,002.00","1st","312","CAMALANIUGAN","21,510,000.00"
192,"192","Afus","126,316,017.00","2","1547","T'BOLI","126,316,000.00"
193,"193","Afusing Bato","21,502,002.00","1st","25","ALCALA","21,502,000.00"
194,"194","Afusing Daga","21,502,003.00","1st","25","ALCALA","21,502,000.00"
195,"195","Aga","23,118,001.00","1st","502","DELFINALBANO (MAGSAYSAY)","23,118,000.00"
196,"196","Aga","41,019,001.00","1st","1011","NASUGBU","41,019,000.00"
197,"197","Aga","148,106,001.00","Lone","1172","PUDTOL","148,106,000.00"
198,"198","Agaga","12,806,002.00","1st","258","BURGOS","12,806,000.00"
199,"199","Agagan","153,634,001.00","1","871","MAGUING","153,634,000.00"
200,"200","Ag-agrao","12,926,001.00","2nd","1377","SANTAMARIA","12,926,000.00"
201,"201","Ag-aguman","12,933,001.00","2nd","1507","TAGUDIN","12,933,000.00"
202,"202","Agahay","71,232,002.00","1","935","MARIBOJOC","71,232,000.00"
203,"203","Agaman (Proper)","21,506,002.00","1st","109","BAGGAO","21,506,000.00"
204,"204","Agaman Norte","21,506,047.00","1st","109","BAGGAO","21,506,000.00"
205,"205","Agaman Sur","21,506,048.00","1st","109","BAGGAO","21,506,000.00"
206,"206","Agambulong","61,906,001.00","2","660","JAMINDAN","61,906,000.00"
207,"207","Aganan","61,902,001.00","2","482","DAO","61,902,000.00"
208,"208","Aganan","63,036,001.00","2","1111","PAVIA","63,036,000.00"
209,"209","Agan-an","184,620,001.00","2nd","1434","SIBULAN","184,620,000.00"
210,"210","Agani","21,502,004.00","1st","25","ALCALA","21,502,000.00"
211,"211","Agao Pob. (Bgy. 3)","160,202,002.00","1","268","BUTUANCITY (Capital)","160,202,000.00"
212,"212","Agape","71,228,001.00","3","800","LOAY","71,228,000.00"
213,"213","Agape","71,229,001.00","3","802","LOBOC","71,229,000.00"
214,"214","Agapito del Rosario","35,401,001.00","1st","62","ANGELESCITY","35,401,000.00"
215,"215","Agapito Yap Sr. (Napilan)","104,213,016.00","1","1411","SAPANGDALAGA","104,213,000.00"
216,"216","Agas","83,713,002.00","3","309","CALUBIAN","83,713,000.00"
217,"217","Agat","15,541,001.00","5th","1456","SISON","15,541,000.00"
218,"218","Agawa","144,403,001.00","Lone","201","BESAO","144,403,000.00"
219,"219","Agay-ayan","104,308,001.00","1","584","GINGOOGCITY","104,308,000.00"
220,"220","Agbabadiang","61,910,001.00","1","1088","PANITAN","61,910,000.00"
221,"221","Agbago","60,406,001.00","lone","628","IBAJAY","60,406,000.00"
222,"222","Agbalanga","72,233,001.00","1","976","M'LANG","124,710,000.00"
223,"223","Agbalo","61,909,001.00","1","1074","PANAY","61,909,000.00"
224,"224","Agbalogo","60,411,001.00","lone","881","MAKATO","60,411,000.00"
225,"225","Agbaluto","175,910,001.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
226,"226","Agbanawan","60,403,001.00","lone","148","BANGA","60,403,000.00"
227,"227","Agbanban","61,909,002.00","1","1074","PANAY","61,909,000.00"
228,"228","Agbanga","72,206,001.00","3","81","ASUNCION (SAUG)","112,301,000.00"
229,"229","Agbannawag","143,213,001.00","Lone","425","CITY OF TABUK (Capital)","143,213,000.00"
230,"230","Agbannawag","34,923,002.00","2nd","1200","RIZAL","34,923,000.00"
231,"231","Agbanog","61,912,001.00","1","1155","PONTEVEDRA","61,912,000.00"
232,"232","Agba-o","63,010,001.00","3","209","BINGAWAN","63,010,000.00"
233,"233","Agbatuan","63,003,001.00","4","64","ANILAO","63,003,000.00"
234,"234","Agbatuan","61,904,001.00","2","541","DUMARAO","61,904,000.00"
235,"235","Agbobolo","63,001,002.00","5","15","AJUY","63,001,000.00"
236,"236","Agboy","184,506,001.00","6th","322","CANDONI","184,506,000.00"
237,"237","Agboy Norte","63,028,001.00","2","835","MAASIN","63,029,000.00"
238,"238","Agboy Sur","63,028,002.00","2","835","MAASIN","63,029,000.00"
239,"239","Agbudia","175,910,003.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
240,"240","Agbun-od","61,906,002.00","2","660","JAMINDAN","61,906,000.00"
241,"241","Agcabugao","61,901,001.00","2","462","CUARTERO","61,901,000.00"
242,"242","Agcagay","61,906,003.00","2","660","JAMINDAN","61,906,000.00"
243,"243","Agcalaga","63,013,002.00","3","306","CALINOG","63,013,000.00"
244,"244","Agcano","34,911,001.00","1st","597","GUIMBA","34,911,000.00"
245,"245","Agcarope","63,023,002.00","3","736","LAMBUNAO","63,025,000.00"
246,"246","Agcawilan","60,408,001.00","lone","771","LEZO","60,408,000.00"
247,"247","Agcococ","61,917,003.00","2","1536","TAPAZ","61,917,000.00"
248,"248","Agcuyawan Calsada","63,007,002.00","4","169","BAROTACNUEVO","63,007,000.00"
249,"249","Agcuyawan Pulo","63,007,003.00","4","169","BAROTACNUEVO","63,007,000.00"
250,"250","Agdahon","61,901,002.00","2","462","CUARTERO","61,901,000.00"
251,"251","Agdahon","63,035,001.00","4","1111","PAVIA","63,036,000.00"
252,"252","Agdalipe","61,912,002.00","1","1155","PONTEVEDRA","61,912,000.00"
253,"253","Agdaliran","63,038,001.00","5","1257","SANDIONISIO","63,038,000.00"
254,"254","Agdao","112,402,002.00","3 LD","500","DAVAOCITY","112,402,000.00"
255,"255","Agdao","15,524,002.00","3rd","888","MALASIQUI","15,524,000.00"
256,"256","Agdao","15,532,002.00","3rd","1254","SANCARLOSCITY","15,532,000.00"
257,"257","Agdayao","63,035,002.00","4","1111","PAVIA","63,036,000.00"
258,"258","Agdeppa","13,306,001.00","1st","150","BANGAR","13,306,000.00"
259,"259","Agdugayan","60,406,002.00","lone","628","IBAJAY","60,406,000.00"
260,"260","Agdum","63,030,001.00","1","972","MINA","63,031,000.00"
261,"261","Aggasi","12,815,001.00","1st","1058","PAGUDPUD","12,815,000.00"
262,"262","Aggasian","23,114,002.00","1st","631","ILAGANCITY (Capital)","23,114,000.00"
263,"263","Aggay","12,903,001.00","1st","158","BANTAY","12,903,000.00"
264,"264","Aggub","23,106,001.00","1st","271","CABAGAN","23,106,000.00"
265,"265","Aggub","25,013,001.00","lone","1465","SOLANO","25,013,000.00"
266,"266","Aggugaddan","21,519,001.00","3rd","1113","PE?ABLANCA","21,519,000.00"
267,"267","Agguirit","21,504,002.00","3rd","55","AMULUNG","21,504,000.00"
268,"268","Aggunetan","21,517,001.00","2nd","754","LASAM","21,517,000.00"
269,"269","Agkawayan","175,103,001.00","lone","803","LOOC","175,103,000.00"
270,"270","Agkilo","61,910,002.00","1","1088","PANITAN","61,910,000.00"
271,"271","Aglahug","184,612,001.00","1st","666","JIMALALUD","184,612,000.00"
272,"272","Aglalana","61,904,002.00","2","541","DUMARAO","61,904,000.00"
273,"273","Aglalana","63,035,003.00","4","1111","PAVIA","63,036,000.00"
274,"274","Aglanot","61,904,003.00","2","541","DUMARAO","61,904,000.00"
275,"275","Aglao","37,111,001.00","1st","1319","SANMARCELINO","37,111,000.00"
276,"276","Aglayan","101,312,001.00","2","408","CITY OF MALAYBALAY (Capital)","101,312,000.00"
277,"277","Agliam","23,130,001.00","2nd","1316","SANMANUEL","23,130,000.00"
278,"278","Aglibacao","63,013,003.00","3","306","CALINOG","63,013,000.00"
279,"279","Aglibacao","61,906,004.00","2","660","JAMINDAN","61,906,000.00"
280,"280","Aglimocon","61,907,001.00","1","836","MA-AYON","61,907,000.00"
281,"281","Aglinab","61,917,004.00","2","1536","TAPAZ","61,917,000.00"
282,"282","Aglipay","12,819,001.00","2nd","1138","PINILI","12,819,000.00"
283,"283","Aglipay (Curva)","34,923,011.00","2nd","1200","RIZAL","34,923,000.00"
284,"284","Aglipay (Pob.)","12,805,001.00","2nd","379","CITY OF BATAC","12,805,000.00"
285,"285","Aglobong","63,023,003.00","3","736","LAMBUNAO","63,025,000.00"
286,"286","Agloloway","61,906,005.00","2","660","JAMINDAN","61,906,000.00"
287,"287","Aglonok","63,013,004.00","3","306","CALINOG","63,013,000.00"
288,"288","Aglosong","63,015,002.00","5","448","CONCEPCION","63,015,000.00"
289,"289","Agloway","61,910,003.00","1","1088","PANITAN","61,910,000.00"
290,"290","Aglucay","60,411,002.00","lone","881","MAKATO","60,411,000.00"
291,"291","Aglupacan","61,917,005.00","2","1536","TAPAZ","61,917,000.00"
292,"292","Agmailig","60,409,001.00","lone","774","LIBACAO","60,409,000.00"
293,"293","Agmalobo","61,905,001.00","2","655","IVISAN","61,905,000.00"
294,"294","Agmanaphao","63,031,002.00","3","1018","NEWLUCENA","63,032,000.00"
295,"295","Agmanic","175,915,001.00","lone","1368","SANTAFE","175,915,000.00"
296,"296","Agnaga","63,015,003.00","5","448","CONCEPCION","63,015,000.00"
297,"297","Agnaga","61,901,003.00","2","462","CUARTERO","61,901,000.00"
298,"298","Agnaga","175,910,004.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
299,"299","Agnay","175,910,005.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
300,"300","Agnaya","31,417,001.00","2nd","1147","PLARIDEL","31,417,000.00"
301,"301","Agnipa","175,910,006.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
302,"302","Agno","15,543,001.00","6th","1545","TAYUG","15,543,000.00"
303,"303","Agnonoc","175,916,001.00","lone","555","FERROL","175,916,000.00"
304,"304","Ago","63,046,002.00","1","1584","TUBUNGAN","63,046,000.00"
305,"305","Agoho","45,607,001.00","4th","301","CALAUAG","45,607,000.00"
306,"306","Agoho","101,804,001.00","lone","903","MAMBAJAO (Capital)","101,804,000.00"
307,"307","Agojo","175,907,001.00","lone","804","LOOC","175,907,000.00"
308,"308","Agojo","61,909,003.00","1","1074","PANAY","61,909,000.00"
309,"309","Agol","50,513,001.00","3","1141","PIODURAN","50,513,000.00"
310,"310","Agong-ong","160,201,002.00","2","237","BUENAVISTA","160,201,000.00"
311,"311","Agos","175,206,002.00","2nd","588","GLORIA","175,206,000.00"
312,"312","Agos-agos","45,620,002.00","1st","642","INFANTA","45,620,000.00"
313,"313","Agot","174,001,001.00","lone","214","BOAC (Capital)","174,001,000.00"
314,"314","Agpalali","61,917,006.00","2","1536","TAPAZ","61,917,000.00"
315,"315","Agpanabat","175,910,002.00","lone","1206","ROMBLON (Capital)","175,910,000.00"
316,"316","Agpangi","184,505,001.00","1st","299","CALATRAVA","184,505,000.00"
317,"317","Agpangi","87,808,001.00","lone","1016","NEWBATAAN","118,210,000.00"
318,"318","Agpay","13,308,001.00","2nd","261","BURGOS","13,308,000.00"
319,"319","Agpay","50,504,001.00","3","602","GUINOBATAN","50,504,000.00"
320,"320","Agpipili","63,027,001.00","5","769","LEON","63,028,000.00"
321,"321","Agpudlos","175,912,001.00","lone","1246","SANANDRES","175,912,000.00"
322,"322","Agricula","60,614,001.00","lone","1345","SANREMIGIO","60,614,000.00"
323,"323","Agriculture","124,709,002.00","1","969","MIDSAYAP","124,709,000.00"
324,"324","AGROCEL Pob. (Aguinaldo-Roxas--Celso Mayor)","63,029,004.00","3","967","MIAGAO","63,030,000.00"
325,"325","Agsabu","160,303,031.00","1","550","ESPERANZA","160,303,000.00"
326,"326","Agsalanan","63,016,002.00","4","516","DINGLE","63,016,000.00"
327,"327","Agsalin","175,206,001.00","2nd","588","GLORIA","175,206,000.00"
328,"328","Agsam","166,810,001.00","1","742","LANUZA","166,810,000.00"
329,"329","Agsam","82,617,001.00","lone","965","MERIDA","83,736,000.00"
330,"330","Agsaman","82,611,001.00","lone","616","HILONGOS","83,719,000.00"
331,"331","Agsanayan","67,901,001.00","lone","239","BUENAVISTA","67,901,000.00"
332,"332","Agsao","175,908,001.00","lone","863","MAGDIWANG","175,908,000.00"
333,"333","Agsilab","61,915,001.00","2","1413","SAPI-AN","61,915,000.00"
